Gaussian Function_0_0,x + tan(x),tensor(0.1107),-63.52581094175406
Gaussian Function_24_88,2*x**2/sin(x),tensor(0.1129),-60.71874222961597
Gaussian Function_24_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41165b0>>
Gaussian Function_24_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580b92b0>>
Gaussian Function_24_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585f1850>>
Gaussian Function_24_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40ad580>>
Gaussian Function_24_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5820d5b0>>
Gaussian Function_24_94,3*x + cos(x),tensor(0.1012),-77.80222302913523
Gaussian Function_24_95,atan(x/3),tensor(0.2006),-14.882382305505844
Gaussian Function_24_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583765e0>>
Gaussian Function_24_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a36a0>>
Gaussian Function_24_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a37c0>>
Gaussian Function_24_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5820d820>>
Gaussian Function_24_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5803bac0>>
Gaussian Function_24_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5803b700>>
Gaussian Function_24_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5803b130>>
Gaussian Function_24_103,(x + 4)**3,tensor(0.0028),-125299.2107839945
Gaussian Function_24_104,x*cos(x) - sinh(x),tensor(0.2033),-14.348516152746264
Gaussian Function_24_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58275160>>
Gaussian Function_24_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58275fa0>>
Gaussian Function_24_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f582758b0>>
Gaussian Function_24_108,x**2/2 - 4*x,tensor(0.0753),-149.63381433851998
Gaussian Function_24_109,x + sqrt(x + 1),tensor(0.1769),-20.652487534063486
Gaussian Function_24_110,atan(3*x),tensor(0.1372),-38.53571614495377
Gaussian Function_24_111,-acos(x)/2,tensor(0.1110),-63.14017236410257
Gaussian Function_24_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41dd070>>
Gaussian Function_24_113,x**2/cos(5),tensor(0.1291),-44.5463769266779
Gaussian Function_24_114,x*(x + cos(1)),tensor(0.2233),-11.093180479816363
Gaussian Function_24_115,2*x + 5,tensor(0.0442),-465.8326662230386
Gaussian Function_24_116,6*x**2,tensor(0.0762),-145.87766865094972
Gaussian Function_24_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40ad130>>
Gaussian Function_24_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58360d30>>
Gaussian Function_24_119,x*(x**3 + 2*x),tensor(0.1579),-27.424347157231168
Gaussian Function_24_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe406abe0>>
Gaussian Function_24_121,x**(4/3)/4,tensor(0.),0
Gaussian Function_24_122,exp(4*x),tensor(0.0156),-3974.8647837235417
Gaussian Function_24_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840ea130>>
Gaussian Function_24_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f583609d0>>
Gaussian Function_24_125,x*(x + 1),tensor(0.1900),-17.18048292977211
Gaussian Function_24_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40d06d0>>
Gaussian Function_24_127,5*pi*x/3,tensor(0.0578),-265.0880036964298
Gaussian Function_25_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe406a8e0>>
Gaussian Function_25_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe406a100>>
Gaussian Function_25_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2627dac0>>
Gaussian Function_25_3,x + exp(x) + 1,tensor(0.0984),-83.01679225446826
Gaussian Function_25_4,2*x + 5,tensor(0.0442),-465.8326662230386
Gaussian Function_25_5,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26740be0>>
Gaussian Function_25_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aad30>>
Gaussian Function_25_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aaac0>>
Gaussian Function_25_8,-x + tan(x),tensor(0.2010),-14.792722266507834
Gaussian Function_25_9,sin(x) - 1,tensor(0.0966),-86.55780715297618
Gaussian Function_25_10,x*(x**2 + 1),tensor(0.1360),-39.36478608929499
Gaussian Function_25_11,-atanh(x),tensor(0.1498),-31.22394837264452
Gaussian Function_25_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f8407a640>>
Gaussian Function_25_13,x*exp(3*x),tensor(0.0429),-497.59895119608996
Gaussian Function_25_14,x**3,tensor(0.1857),-18.220573080305414
Gaussian Function_25_15,x + tan(x) + 4,tensor(0.0553),-290.44563442273994
Gaussian Function_25_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2673fbb0>>
Gaussian Function_25_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc417eac0>>
Gaussian Function_25_18,2*x - cos(x),tensor(0.0882),-105.91792354439626
Gaussian Function_25_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc411e5b0>>
Gaussian Function_25_20,cos(acosh(5*x)),tensor(0.),0
Gaussian Function_25_21,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4050a90>>
Gaussian Function_25_22,x*sin(x)**3,tensor(0.2251),-10.856169588512163
Gaussian Function_25_23,x/sin(x),tensor(0.3233),-3.3825026005185377
Gaussian Function_25_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585b8250>>
Gaussian Function_25_25,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580a8640>>
Gaussian Function_25_26,3*x*sinh(x),tensor(0.1333),-41.286926300797276
Gaussian Function_25_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580a8490>>
Gaussian Function_25_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41c4c10>>
Gaussian Function_25_29,log(x)/4,tensor(0.),0
Gaussian Function_25_30,-3*x + 6*log(x),tensor(0.),0
Gaussian Function_25_31,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58207460>>
Gaussian Function_25_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58590fa0>>
Gaussian Function_25_33,x + tanh(4),tensor(0.2381),-9.244571022778556
Gaussian Function_25_34,cos(x + 4),tensor(0.1250),-48.02799567925915
Gaussian Function_25_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f06235940>>
Gaussian Function_25_36,x*(log(x) + 5),tensor(0.),0
Gaussian Function_25_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840ed250>>
Gaussian Function_25_38,exp(x) + log(x),tensor(0.),0
Gaussian Function_25_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc411e9d0>>
Gaussian Function_25_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4095520>>
Gaussian Function_25_41,tan(x),tensor(0.1517),-30.276859170434683
Gaussian Function_25_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4171bb0>>
Gaussian Function_25_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58376310>>
Gaussian Function_25_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641702e0>>
Gaussian Function_25_45,x*(x + 2),tensor(0.1305),-43.38808121990779
Gaussian Function_25_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc411ae20>>
Gaussian Function_25_47,x**2/sin(3),tensor(0.0643),-211.05872455115593
Gaussian Function_25_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4131520>>
Gaussian Function_25_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e057ac0>>
Gaussian Function_25_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6404b100>>
Gaussian Function_25_51,4*x*sin(x),tensor(0.1296),-44.11356310953943
Gaussian Function_25_52,x**3 - 2*x,tensor(0.1539),-29.226591664503868
Gaussian Function_25_53,2*(x**2 + x)/x,tensor(0.1081),-67.03276514690994
Gaussian Function_25_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841a9880>>
Gaussian Function_25_55,9,tensor(0.),0
Gaussian Function_25_56,x*sin(3) + x,tensor(0.1595),-26.7711024335272
Gaussian Function_25_57,x*(x + sin(4)),tensor(0.2044),-14.157807063316053
Gaussian Function_25_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b0d0>>
Gaussian Function_25_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2673f310>>
Gaussian Function_25_60,x/2,tensor(0.1932),-16.428585091295663
Gaussian Function_25_61,x*(x**2 - 2*x),tensor(0.1115),-62.525011297481846
Gaussian Function_25_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5838b250>>
Gaussian Function_25_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403e9d0>>
Gaussian Function_25_64,(x + 1)*exp(x),tensor(0.1062),-69.84332293604294
Gaussian Function_25_65,x*cos(sin(x)) + cos(x),tensor(0.3018),-4.350133645332947
Gaussian Function_25_66,5*x**2 - 3*x,tensor(0.0655),-202.23007009816007
Gaussian Function_25_67,3*x**2 + 3*x,tensor(0.0913),-98.12875423790176
Gaussian Function_25_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e173fd0>>
Gaussian Function_25_69,sin(x) + atan(x),tensor(0.1301),-43.672259582954645
Gaussian Function_25_70,x**2*tan(1),tensor(0.2257),-10.769276392420286
Gaussian Function_25_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5850e220>>
Gaussian Function_25_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa416eb20>>
Gaussian Function_25_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa416e7f0>>
Gaussian Function_25_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41324f0>>
Gaussian Function_25_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5813e0a0>>
Gaussian Function_25_76,x*(-x**2 - 1),tensor(0.1441),-34.255126288513054
Gaussian Function_25_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5813e8e0>>
Gaussian Function_25_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58470d90>>
Gaussian Function_25_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4116af0>>
Gaussian Function_25_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4116250>>
Gaussian Function_25_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41164f0>>
Gaussian Function_25_82,x**2*(x + 1),tensor(0.2163),-12.12877883190527
Gaussian Function_25_83,x**2 + exp(x),tensor(0.1483),-31.961945183252695
Gaussian Function_25_84,x*exp(x) - x,tensor(0.2319),-9.976106920314658
Gaussian Function_25_85,sinh(3*x) + 6,tensor(0.0305),-1011.8548360911898
Gaussian Function_25_86,log(5),tensor(0.),0
Gaussian Function_25_87,x**2*(2*x + 1),tensor(0.1692),-23.09994505637108
Gaussian Function_25_88,2 - cos(x),tensor(0.2657),-6.6394195512600795
Gaussian Function_25_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f0652a340>>
Gaussian Function_25_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58376400>>
Gaussian Function_25_91,acos(x),tensor(0.1450),-33.766423604122345
Gaussian Function_25_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f641704c0>>
Gaussian Function_25_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58275ee0>>
Gaussian Function_25_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58275490>>
Gaussian Function_25_95,2*exp(2*x),tensor(0.0418),-524.0370215954129
Gaussian Function_25_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aa2b0>>
Gaussian Function_25_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aadf0>>
Gaussian Function_25_98,x**4 + 2*x,tensor(0.1264),-46.78439959261538
Gaussian Function_25_99,2 - x**2,tensor(0.1783),-20.2344205756703
Gaussian Function_25_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f062356d0>>
Gaussian Function_25_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40db370>>
Gaussian Function_25_102,x*log(x) - x + 3,tensor(0.),0
Gaussian Function_25_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40dbdc0>>
Gaussian Function_25_104,x*(322 - x),tensor(0.0010),-922135.2486986027
Gaussian Function_25_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58360970>>
Gaussian Function_25_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2676dcd0>>
Gaussian Function_25_107,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40f2c70>>
Gaussian Function_25_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2627d0d0>>
Gaussian Function_25_109,x/sin(x**(-2)),tensor(0.0957),-88.21599276051616
Gaussian Function_25_110,cosh(sqrt(x)),tensor(0.),0
Gaussian Function_25_111,log(x + 5),tensor(0.1840),-18.67059797119772
Gaussian Function_25_112,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4116430>>
Gaussian Function_25_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2673f4f0>>
Gaussian Function_25_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41e1f10>>
Gaussian Function_25_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe403ed90>>
Gaussian Function_25_116,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2673f2b0>>
Gaussian Function_25_117,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4132f70>>
Gaussian Function_25_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f267c9460>>
Gaussian Function_25_119,cos(x + 2),tensor(0.1449),-33.83637983370642
Gaussian Function_25_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640aa5b0>>
Gaussian Function_25_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa41311c0>>
Gaussian Function_25_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa4131d60>>
Gaussian Function_25_123,-x**2 + sin(x),tensor(0.1362),-39.25130492335025
Gaussian Function_25_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e17fa60>>
Gaussian Function_25_125,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f05b5b5b0>>
Gaussian Function_25_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58207b20>>
Gaussian Function_25_127,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4040e50>>
Gaussian Function_26_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc411a7f0>>
Gaussian Function_26_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2606e520>>
Gaussian Function_26_2,x*(2*x + 10),tensor(0.0326),-878.6514999877807
Gaussian Function_26_3,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840ed460>>
Gaussian Function_26_4,x + tan(x) + 1,tensor(0.1285),-44.984647199725224
Gaussian Function_26_5,x - asin(x)/4,tensor(0.1829),-18.969208715465417
Gaussian Function_26_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41c4f10>>
Gaussian Function_26_7,2*x**2,tensor(0.2013),-14.75179352222902
Gaussian Function_26_8,exp(x - 4),tensor(0.2127),-12.707720709198803
Gaussian Function_26_9,x*cos(2),tensor(0.2035),-14.321746369261355
Gaussian Function_26_10,x/2 + log(2),tensor(0.3661),-1.9980004074835427
Gaussian Function_26_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581471f0>>
Gaussian Function_26_12,x/(x + 5),tensor(0.2022),-14.55961570694945
Gaussian Function_26_13,-x*(x + 1),tensor(0.1443),-34.1634332827456
Gaussian Function_26_14,x*(x + 1)**2,tensor(0.1448),-33.89918814037795
Gaussian Function_26_15,x**2*asinh(x)**2,tensor(0.2253),-10.823518694270685
Gaussian Function_26_16,atan(x/2),tensor(0.1943),-16.193837164282964
Gaussian Function_26_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41d3f10>>
Gaussian Function_26_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f265a0be0>>
Gaussian Function_26_19,15 - 4*x,tensor(0.0134),-5423.517401366765
Gaussian Function_26_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58207af0>>
Gaussian Function_26_21,x**6 + 2,tensor(0.1189),-53.872518151435514
Gaussian Function_26_22,sin(x)**4,tensor(0.2244),-10.952039419251093
Gaussian Function_26_23,cos(x + 3)/3,tensor(0.1618),-25.824868450220155
Gaussian Function_26_24,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fa407be50>>
Gaussian Function_26_25,x - asin(x),tensor(0.2079),-13.522177902165124
Gaussian Function_26_26,x*(x - 2),tensor(0.1283),-45.146577263720296
Gaussian Function_26_27,x**2 + x*exp(-4),tensor(0.2427),-8.732627228137344
Gaussian Function_26_28,x*asinh(x)**2,tensor(0.1916),-16.798211392182555
Gaussian Function_26_29,x*(sqrt(x) + 1),tensor(0.),0
Gaussian Function_26_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41cb970>>
Gaussian Function_26_31,x*(5 + 1/x),tensor(0.0635),-216.6779653899812
Gaussian Function_26_32,exp(x - 4),tensor(0.2127),-12.707720709198803
Gaussian Function_26_33,3/cos(x),tensor(0.0602),-242.82482104528736
Gaussian Function_26_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5803b7c0>>
Gaussian Function_26_35,x*(x + 2),tensor(0.1305),-43.38808121990779
Gaussian Function_26_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f841dc8b0>>
Gaussian Function_26_37,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40f2730>>
Gaussian Function_26_38,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe40f2100>>
Gaussian Function_26_39,x + acos(x),tensor(0.1840),-18.656188906113574
Gaussian Function_26_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f585b8bb0>>
Gaussian Function_26_41,(x + 5)/x**3,tensor(3.2478e-07),-9480510417403.715
Gaussian Function_26_42,x*(log(x) + 2),tensor(0.),0
Gaussian Function_26_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f640a3a90>>
Gaussian Function_26_44,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580a8a30>>
Gaussian Function_26_45,8*x**2 + x,tensor(0.0573),-270.16373132262464
Gaussian Function_26_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2673f580>>
Gaussian Function_26_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f580a8700>>
Gaussian Function_26_48,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58275910>>
Gaussian Function_26_49,16*x,tensor(0.0204),-2312.204549120886
Gaussian Function_26_50,x*tan(4),tensor(0.1586),-27.138112750259705
Gaussian Function_26_51,log(x**3),tensor(0.),0
Gaussian Function_26_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5803bc40>>
Gaussian Function_26_53,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4076760>>
Gaussian Function_26_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe4076670>>
Gaussian Function_26_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e14c100>>
Gaussian Function_26_56,x*(x - sin(x)),tensor(0.2131),-12.635898803834856
Gaussian Function_26_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58207bb0>>
Gaussian Function_26_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fe41d6f70>>
Gaussian Function_26_59,x*(2*x + 1),tensor(0.1751),-21.200097265517766
Gaussian Function_26_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40c2820>>
Gaussian Function_26_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40c2760>>
Gaussian Function_26_62,-x**2 + sin(x),tensor(0.1362),-39.25130492335025
Gaussian Function_26_63,x**2*sin(3),tensor(0.2164),-12.119430795213265
Gaussian Function_26_64,x + 3,tensor(0.0802),-130.56135645555764
Gaussian Function_26_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2676d580>>
Gaussian Function_26_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e17f6a0>>
Gaussian Function_26_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b5700>>
Gaussian Function_26_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5825cee0>>
Gaussian Function_26_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5825c940>>
Gaussian Function_26_70,2*x**(3/2),tensor(0.),0
Gaussian Function_26_71,x*(x + 1)**2,tensor(0.1448),-33.89918814037795
Gaussian Function_26_72,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2606e6a0>>
Gaussian Function_26_73,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f58147df0>>
Gaussian Function_26_74,sin(x)*cos(x),tensor(0.1853),-18.329567618047413
Gaussian Function_26_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f581472b0>>
Gaussian Function_26_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f64102760>>
Gaussian Function_26_77,2*x**2 + x,tensor(0.1751),-21.200097265517766
Gaussian Function_26_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f584706d0>>
Gaussian Function_26_79,-2/3,tensor(0.),0
Gaussian Function_26_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc417e430>>
Gaussian Function_26_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f840b8820>>
Gaussian Function_26_82,x*(x + 1),tensor(0.1900),-17.18048292977211
Gaussian Function_26_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f26753670>>
Gaussian Function_26_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5820d0d0>>
Gaussian Function_26_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5820d880>>
Gaussian Function_26_86,3*cosh(x),tensor(0.0643),-210.94791338677655
Gaussian Function_26_87,x*asinh(4),tensor(0.1173),-55.66194188610966
Gaussian Function_26_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2606ec40>>
Gaussian Function_26_89,tanh(x + 2),tensor(0.4279),-0.7873455082448746
Gaussian Function_26_90,-x**2*cos(x),tensor(0.1685),-23.36059719857054
Gaussian Function_26_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2676d040>>
Gaussian Function_26_92,x*(x + exp(x)),tensor(0.1556),-28.4434927584742
Gaussian Function_26_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f5846fc10>>
Gaussian Function_26_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f2e17f0d0>>
Gaussian Function_26_95,2*x*exp(x),tensor(0.1042),-72.90880130915811
Gaussian Function_26_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41a4550>>
Gaussian Function_26_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b70d0>>
Gaussian Function_26_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b7550>>
Gaussian Function_26_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b7a00>>
Gaussian Function_26_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b7f70>>
Gaussian Function_26_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b7880>>
Gaussian Function_26_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b5460>>
Gaussian Function_26_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc41b5cd0>>
Gaussian Function_26_104,x*sin(x)**2,tensor(0.1930),-16.482414216115682
Gaussian Function_26_105,2*x + cos(x) + 2,tensor(0.0797),-132.3187015747263
Gaussian Function_26_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f84109ac0>>
Gaussian Function_26_107,-x - sin(x),tensor(0.1314),-42.66416661223541
Gaussian Function_26_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9fc40e8400>>
Gaussian Function_26_109,x + asinh(x),tensor(0.1237),-49.228578611382794
Gaussian Function_26_110,x**5/5,tensor(0.2071),-13.659558912576609
Gaussian Function_26_111,x*(x**2 + x + exp(x)),tensor(0.1285),-45.003499909780125
Gaussian Function_26_112,x**3 + x + sin(x),tensor(0.1038),-73.54943041157206
Gaussian Function_26_113,x - exp(x),tensor(0.0945),-90.80096346217374
Gaussian Function_26_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6404b730>>
Gaussian Function_26_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f9f6404b550>>
Gaussian Function_26_116,(x**2 + x)/x,tensor(0.2380),-9.251584744214655
