prefix,expression,term_count,constant_count,operator_count,epoch_90,best_reward,mean_reward,top_reward
Y add INT+ 5 add x pow x INT+ 3,x**3 + x + 5,3,1,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT+ 5 x mul div INT+ 1 INT+ 4 pow x INT+ 4,x**4/4 + x**2/2 + 5*x,6,3,6
Y mul add INT+ 1 x cos x,(x + 1)*cos(x),3,1,3
Y add mul x sin x add cos x sin x,x*sin(x) + sin(x) + cos(x),4,0,5
Y add INT- 2 x,x - 2,2,1,1
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul INT- 2 x,x**2/2 - 2*x,4,2,4
Y mul x pow add x pow x INT+ 2 INT+ 2,x*(x**2 + x)**2,2,0,2
Y add mul div INT+ 1 INT+ 4 pow x INT+ 4 add mul div INT+ 1 INT+ 6 pow x INT+ 6 mul div INT+ 2 INT+ 5 pow x INT+ 5,x**6/6 + 2*x**5/5 + x**4/4,6,3,7
Y add INT+ 3 add x sqrt x,sqrt(x) + x + 3,3,1,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT+ 3 x mul div INT+ 2 INT+ 3 pow x div INT+ 3 INT+ 2,2*x**(3/2)/3 + x**2/2 + 3*x,6,3,6
Y add mul INT+ 2 pow x INT+ 2 sin x,2*x**2 + sin(x),3,1,4
Y add mul INT- 1 cos x mul div INT+ 2 INT+ 3 pow x INT+ 3,2*x**3/3 - cos(x),4,2,5
Y mul div INT- 1 INT+ 4 x,-x/4,2,1,1
Y mul div INT- 1 INT+ 8 pow x INT+ 2,-x**2/8,2,1,2
Y mul pow x INT- 2 add INT+ 3 x,(x + 3)/x**2,3,1,3
Y add mul INT- 3 pow x INT- 1 ln x,log(x) - 3/x,3,1,4
Y add INT+ 5 add x cos x,x + cos(x) + 5,3,1,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT+ 5 x sin x,x**2/2 + 5*x + sin(x),5,2,5
Y mul div INT+ 1 INT+ 8 pow x INT+ 2,x**2/8,2,1,2
Y mul div INT+ 1 INT+ 2 4 pow x INT+ 3,x**3/24,2,1,2
Y add INT+ 5 add x tan x,x + tan(x) + 5,3,1,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT- 1 ln cos x mul INT+ 5 x,x**2/2 + 5*x - log(cos(x)),6,3,6
Y add INT+ 5 add x exp x,x + exp(x) + 5,3,1,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT+ 5 x exp x,x**2/2 + 5*x + exp(x),5,2,5
Y mul INT+ 2 mul x pow add x pow x INT+ 2 INT- 1,2*x/(x**2 + x),3,1,2
Y mul INT+ 2 ln add INT+ 1 x,2*log(x + 1),2,1,2
Y add INT+ 3 add x pow x INT+ 3,x**3 + x + 3,3,1,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT+ 3 x mul div INT+ 1 INT+ 4 pow x INT+ 4,x**4/4 + x**2/2 + 3*x,6,3,6
Y mul pow x INT+ 2 add INT- 3 x,x**2*(x - 3),3,1,3
Y add mul INT- 1 pow x INT+ 3 mul div INT+ 1 INT+ 4 pow x INT+ 4,x**4/4 - x**3,4,2,5
Y mul div INT+ 1 INT+ 4 sqrt x,sqrt(x)/4,2,1,2
Y mul div INT+ 1 INT+ 6 pow x div INT+ 3 INT+ 2,x**(3/2)/6,2,1,2
Y mul x add x mul INT+ 5 pow x INT- 1,x*(x + 5/x),4,1,4
Y add mul INT+ 5 x mul div INT+ 1 INT+ 3 pow x INT+ 3,x**3/3 + 5*x,4,2,4
Y mul div INT+ 1 INT+ 8 pow x INT- 2,1/(8*x**2),2,1,2
Y mul div INT- 1 INT+ 8 pow x INT- 1,-1/(8*x),2,1,2
Y add mul INT- 1 sqrt x mul INT+ 3 x,-sqrt(x) + 3*x,4,2,4
Y add mul div INT- 2 INT+ 3 pow x div INT+ 3 INT+ 2 mul div INT+ 3 INT+ 2 pow x INT+ 2,-2*x**(3/2)/3 + 3*x**2/2,4,2,5
Y add pow x INT+ 3 mul INT+ 2 pow x INT+ 2,x**3 + 2*x**2,3,1,4
Y add mul div INT+ 1 INT+ 4 pow x INT+ 4 mul div INT+ 2 INT+ 3 pow x INT+ 3,x**4/4 + 2*x**3/3,4,2,5
Y mul div INT+ 5 INT+ 3 pow x INT- 1,5/(3*x),2,1,2
Y mul div INT+ 5 INT+ 3 ln x,5*log(x)/3,2,1,2
Y add INT+ 3 add x exp x,x + exp(x) + 3,3,1,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT+ 3 x exp x,x**2/2 + 3*x + exp(x),5,2,5
Y add mul INT- 1 x mul sqrt INT+ 2 sqrt x,sqrt(2)*sqrt(x) - x,4,2,4
Y add mul div INT- 1 INT+ 2 pow x INT+ 2 mul div INT+ 2 INT+ 3 mul sqrt INT+ 2 pow x div INT+ 3 INT+ 2,2*sqrt(2)*x**(3/2)/3 - x**2/2,5,3,5
Y mul pow x INT- 2 add INT+ 5 x,(x + 5)/x**2,3,1,3
Y add mul INT- 5 pow x INT- 1 ln x,log(x) - 5/x,3,1,4
Y ln add pow x INT+ 2 mul INT- 1 x,log(x**2 - x),1,0,1
Y add mul INT- 1 ln add INT- 1 x add mul INT- 2 x mul x ln add pow x INT+ 2 mul INT- 1 x,x*log(x**2 - x) - 2*x - log(x - 1),6,2,6
Y add x mul x add INT+ 2 mul INT+ 2 x,x*(2*x + 2) + x,5,2,4
Y add mul div INT+ 2 INT+ 3 pow x INT+ 3 mul div INT+ 3 INT+ 2 pow x INT+ 2,2*x**3/3 + 3*x**2/2,4,2,5
Y mul E pow x INT- 1,E/x,2,1,2
Y mul E ln x,E*log(x),2,1,2
Y add pow x INT- 2 mul INT+ 2 x,2*x + x**(-2),3,1,3
Y add pow x INT+ 2 mul INT- 1 pow x INT- 1,x**2 - 1/x,3,1,4
Y mul sqrt x add x pow x INT+ 2,sqrt(x)*(x**2 + x),3,0,4
Y add mul div INT+ 2 INT+ 5 pow x div INT+ 5 INT+ 2 mul div INT+ 2 INT+ 7 pow x div INT+ 7 INT+ 2,2*x**(7/2)/7 + 2*x**(5/2)/5,4,2,5
Y mul x add INT+ 1 pow x INT+ 3,x*(x**3 + 1),3,1,3
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 1 INT+ 5 pow x INT+ 5,x**5/5 + x**2/2,4,2,5
Y mul div INT+ 1 INT+ 2 5 pow x INT+ 2,x**2/25,2,1,2
Y mul div INT+ 1 INT+ 7 5 pow x INT+ 3,x**3/75,2,1,2
Y add pow x INT+ 2 mul x exp x,x**2 + x*exp(x),3,0,4
Y add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul add INT- 1 x exp x,x**3/3 + (x - 1)*exp(x),5,2,6
Y add mul INT+ 2 x mul x add INT+ 2 x,x*(x + 2) + 2*x,5,2,4
Y add mul INT+ 2 pow x INT+ 2 mul div INT+ 1 INT+ 3 pow x INT+ 3,x**3/3 + 2*x**2,4,2,5
Y add x pow add x pow x INT+ 2 INT+ 2,x + (x**2 + x)**2,2,0,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul div INT+ 1 INT+ 2 pow x INT+ 4 add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 1 INT+ 5 pow x INT+ 5,x**5/5 + x**4/2 + x**3/3 + x**2/2,8,4,9
Y add INT- 4 x,x - 4,2,1,1
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul INT- 4 x,x**2/2 - 4*x,4,2,4
Y mul pow x INT+ 2 add INT- 4 x,x**2*(x - 4),3,1,3
Y add mul div INT- 4 INT+ 3 pow x INT+ 3 mul div INT+ 1 INT+ 4 pow x INT+ 4,x**4/4 - 4*x**3/3,4,2,5
Y add x mul pow x INT+ 2 add INT+ 4 x,x**2*(x + 4) + x,4,1,4
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul div INT+ 1 INT+ 4 pow x INT+ 4 mul div INT+ 4 INT+ 3 pow x INT+ 3,x**4/4 + 4*x**3/3 + x**2/2,6,3,7
Y add INT+ 5 add x ln x,x + log(x) + 5,3,1,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT+ 4 x mul x ln x,x**2/2 + x*log(x) + 4*x,6,2,6
Y mul pow x INT+ 4 add INT+ 1 x,x**4*(x + 1),3,1,3
Y add mul div INT+ 1 INT+ 5 pow x INT+ 5 mul div INT+ 1 INT+ 6 pow x INT+ 6,x**6/6 + x**5/5,4,2,5
Y add mul INT- 1 x cos mul INT+ 2 x,-x + cos(2*x),3,1,3
Y add mul div INT+ 1 INT+ 2 sin mul INT+ 2 x mul div INT- 1 INT+ 2 pow x INT+ 2,-x**2/2 + sin(2*x)/2,4,2,5
Y mul x add x exp mul INT+ 2 x,x*(x + exp(2*x)),3,0,3
Y add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 1 INT+ 4 mul add INT- 1 mul INT+ 2 x exp mul INT+ 2 x,x**3/3 + (2*x - 1)*exp(2*x)/4,7,4,7
Y add x mul x exp pow x INT+ 2,x*exp(x**2) + x,3,0,3
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 1 INT+ 2 exp pow x INT+ 2,x**2/2 + exp(x**2)/2,4,2,5
Y add mul INT- 1 x tan mul INT+ 2 x,-x + tan(2*x),3,1,3
Y add mul div INT- 1 INT+ 2 pow x INT+ 2 mul div INT- 1 INT+ 2 ln cos mul INT+ 2 x,-x**2/2 - log(cos(2*x))/2,4,2,5
Y add INT- 5 mul INT+ 2 x,2*x - 5,3,2,2
Y add pow x INT+ 2 mul INT- 5 x,x**2 - 5*x,3,1,3
Y add x mul x add INT- 1 x,x*(x - 1) + x,4,1,3
Y mul div INT+ 1 INT+ 3 pow x INT+ 3,x**3/3,2,1,2
Y add mul INT- 1 pow x INT+ 2 mul INT+ 5 x,-x**2 + 5*x,4,2,4
Y add mul div INT- 1 INT+ 3 pow x INT+ 3 mul div INT+ 5 INT+ 2 pow x INT+ 2,-x**3/3 + 5*x**2/2,4,2,5
Y add mul INT- 1 ln x mul INT+ 3 x,3*x - log(x),4,2,4
Y add x add mul div INT+ 3 INT+ 2 pow x INT+ 2 mul INT- 1 mul x ln x,3*x**2/2 - x*log(x) + x,6,2,5
Y add x mul pow x INT+ 2 add INT+ 2 x,x**2*(x + 2) + x,4,1,4
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul div INT+ 1 INT+ 4 pow x INT+ 4 mul div INT+ 2 INT+ 3 pow x INT+ 3,x**4/4 + 2*x**3/3 + x**2/2,6,3,7
Y add x mul INT+ 2 pow x INT+ 5,2*x**5 + x,3,1,3
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 1 INT+ 3 pow x INT+ 6,x**6/3 + x**2/2,4,2,5
Y mul x pow cos x INT+ 2,x*cos(x)**2,2,0,2
Y add mul div INT+ 1 INT+ 4 pow cos x INT+ 2 add mul div INT+ 1 INT+ 4 mul pow x INT+ 2 pow cos x INT+ 2 add mul div INT+ 1 INT+ 4 mul pow x INT+ 2 pow sin x INT+ 2 mul div INT+ 1 INT+ 2 mul x mul cos x sin x,x**2*sin(x)**2/4 + x**2*cos(x)**2/4 + x*sin(x)*cos(x)/2 + cos(x)**2/4,12,4,12
Y add x mul x add INT+ 4 mul INT+ 2 x,x*(2*x + 4) + x,5,2,4
Y add mul div INT+ 2 INT+ 3 pow x INT+ 3 mul div INT+ 5 INT+ 2 pow x INT+ 2,2*x**3/3 + 5*x**2/2,4,2,5
Y add x add pow x INT+ 2 pow x INT+ 5,x**5 + x**2 + x,3,0,3
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 1 INT+ 6 pow x INT+ 6,x**6/6 + x**3/3 + x**2/2,6,3,7
Y add mul INT- 1 exp x mul INT+ 3 x,3*x - exp(x),4,2,4
Y add mul INT- 1 exp x mul div INT+ 3 INT+ 2 pow x INT+ 2,3*x**2/2 - exp(x),4,2,5
Y add mul INT- 1 cos x mul INT+ 3 x,3*x - cos(x),4,2,4
Y add mul INT- 1 sin x mul div INT+ 3 INT+ 2 pow x INT+ 2,3*x**2/2 - sin(x),4,2,5
Y mul div INT+ 1 INT+ 2 mul x exp x,x*exp(x)/2,3,1,2
Y mul div INT+ 1 INT+ 2 mul add INT- 1 x exp x,(x - 1)*exp(x)/2,4,2,3
Y mul div INT+ 1 INT+ 3 sqrt x,sqrt(x)/3,2,1,2
Y mul div INT+ 2 INT+ 9 pow x div INT+ 3 INT+ 2,2*x**(3/2)/9,2,1,2
Y cos abs x,cos(Abs(x)),1,0,1
Y sin x,sin(x),1,0,1
Y mul div INT+ 3 INT+ 5 pow x INT+ 2,3*x**2/5,2,1,2
Y mul div INT+ 1 INT+ 5 pow x INT+ 3,x**3/5,2,1,2
Y cos mul div INT+ 1 INT+ 2 x,cos(x/2),1,0,1
Y mul INT+ 2 sin mul div INT+ 1 INT+ 2 x,2*sin(x/2),2,1,2
Y mul x add INT- 5 mul INT+ 2 x,x*(2*x - 5),4,2,3
Y add mul div INT- 5 INT+ 2 pow x INT+ 2 mul div INT+ 2 INT+ 3 pow x INT+ 3,2*x**3/3 - 5*x**2/2,4,2,5
Y pow cos mul INT+ 2 x INT+ 2,cos(2*x)**2,1,0,1
Y add mul div INT+ 1 INT+ 2 x mul div INT+ 1 INT+ 4 mul cos mul INT+ 2 x sin mul INT+ 2 x,x/2 + sin(2*x)*cos(2*x)/4,5,2,5
Y add INT+ 3 add x cos x,x + cos(x) + 3,3,1,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT+ 3 x sin x,x**2/2 + 3*x + sin(x),5,2,5
Y add pow x INT+ 2 mul x cos x,x**2 + x*cos(x),3,0,4
Y add mul div INT+ 1 INT+ 3 pow x INT+ 3 add mul x sin x cos x,x**3/3 + x*sin(x) + cos(x),5,1,6
Y add mul INT+ 2 x mul x add INT+ 4 x,x*(x + 4) + 2*x,5,2,4
Y add mul INT+ 3 pow x INT+ 2 mul div INT+ 1 INT+ 3 pow x INT+ 3,x**3/3 + 3*x**2,4,2,5
Y mul x add x mul INT+ 3 pow x INT- 1,x*(x + 3/x),4,1,4
Y add mul INT+ 3 x mul div INT+ 1 INT+ 3 pow x INT+ 3,x**3/3 + 3*x,4,2,4
Y mul INT+ 2 mul pow x INT+ 3 exp x,2*x**3*exp(x),3,1,3
Y mul add INT- 1 2 add mul INT- 6 pow x INT+ 2 add mul INT+ 2 pow x INT+ 3 mul INT+ 1 2 x exp x,(2*x**3 - 6*x**2 + 12*x - 12)*exp(x),8,4,8
Y add INT+ 3 add x ln x,x + log(x) + 3,3,1,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT+ 2 x mul x ln x,x**2/2 + x*log(x) + 2*x,6,2,6
Y add mul INT+ 2 x mul INT+ 2 pow x INT+ 4,2*x**4 + 2*x,4,2,4
Y add pow x INT+ 2 mul div INT+ 2 INT+ 5 pow x INT+ 5,2*x**5/5 + x**2,3,1,4
Y add x pow x INT+ 9,x**9 + x,2,0,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 1 INT+ 1 0 pow x INT+ 1 0,x**10/10 + x**2/2,4,2,5
Y mul INT- 2 x,-2*x,2,1,1
Y mul INT- 1 pow x INT+ 2,-x**2,2,1,2
Y add x mul INT- 1 mul sqrt INT+ 2 sqrt x,-sqrt(2)*sqrt(x) + x,4,2,3
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT- 2 INT+ 3 mul sqrt INT+ 2 pow x div INT+ 3 INT+ 2,-2*sqrt(2)*x**(3/2)/3 + x**2/2,5,3,5
Y add mul INT- 1 sin x mul INT+ 3 x,3*x - sin(x),4,2,4
Y add mul div INT+ 3 INT+ 2 pow x INT+ 2 cos x,3*x**2/2 + cos(x),3,1,4
Y add mul INT- 1 x sin mul INT+ 2 x,-x + sin(2*x),3,1,3
Y add mul div INT- 1 INT+ 2 pow x INT+ 2 mul div INT- 1 INT+ 2 cos mul INT+ 2 x,-x**2/2 - cos(2*x)/2,4,2,5
Y mul x add INT+ 1 mul INT+ 4 x,x*(4*x + 1),4,2,3
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 4 INT+ 3 pow x INT+ 3,4*x**3/3 + x**2/2,4,2,5
Y mul div INT+ 1 INT+ 2 mul x sin x,x*sin(x)/2,3,1,2
Y add mul div INT+ 1 INT+ 2 sin x mul div INT- 1 INT+ 2 mul x cos x,-x*cos(x)/2 + sin(x)/2,5,2,5
Y add mul INT+ 2 x mul x add INT+ 3 x,x*(x + 3) + 2*x,5,2,4
Y add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 5 INT+ 2 pow x INT+ 2,x**3/3 + 5*x**2/2,4,2,5
Y add x mul x sin pow x INT+ 2,x*sin(x**2) + x,3,0,3
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT- 1 INT+ 2 cos pow x INT+ 2,x**2/2 - cos(x**2)/2,4,2,5
Y add x cos mul INT+ 4 x,x + cos(4*x),2,0,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 1 INT+ 4 sin mul INT+ 4 x,x**2/2 + sin(4*x)/4,4,2,5
Y mul add x pow x INT+ 2 exp x,(x**2 + x)*exp(x),3,0,4
Y mul add INT+ 1 add pow x INT+ 2 mul INT- 1 x exp x,(x**2 - x + 1)*exp(x),5,2,5
Y add mul INT- 1 tan x mul INT+ 3 x,3*x - tan(x),4,2,4
Y add mul div INT+ 3 INT+ 2 pow x INT+ 2 ln cos x,3*x**2/2 + log(cos(x)),3,1,4
Y add mul INT- 1 x ln mul INT+ 2 x,-x + log(2*x),3,1,3
Y add mul INT- 1 x add mul div INT- 1 INT+ 2 pow x INT+ 2 mul x ln mul INT+ 2 x,-x**2/2 + x*log(2*x) - x,6,2,6
Y add x mul INT- 2 pow x INT- 1,x - 2/x,3,1,3
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul INT- 2 ln x,x**2/2 - 2*log(x),4,2,5
Y add pow x INT+ 2 mul x ln x,x**2 + x*log(x),3,0,4
Y add mul div INT- 1 INT+ 4 pow x INT+ 2 add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 1 INT+ 2 mul pow x INT+ 2 ln x,x**3/3 + x**2*log(x)/2 - x**2/4,7,3,8
Y mul div INT+ 1 INT+ 2 mul x cos x,x*cos(x)/2,3,1,2
Y add mul div INT+ 1 INT+ 2 cos x mul div INT+ 1 INT+ 2 mul x sin x,x*sin(x)/2 + cos(x)/2,5,2,5
Y add div INT+ 1 INT+ 2 mul INT+ 2 x,2*x + 1/2,3,2,2
Y add pow x INT+ 2 mul div INT+ 1 INT+ 2 x,x**2 + x/2,3,1,3
Y cos mul sqrt INT+ 2 sqrt x,cos(sqrt(2)*sqrt(x)),1,0,1
Y add mul sqrt INT+ 2 mul sqrt x sin mul sqrt INT+ 2 sqrt x cos mul sqrt INT+ 2 sqrt x,sqrt(2)*sqrt(x)*sin(sqrt(2)*sqrt(x)) + cos(sqrt(2)*sqrt(x)),4,1,5
Y add x ln mul INT+ 4 x,x + log(4*x),2,0,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT- 1 x mul x ln mul INT+ 4 x,x**2/2 + x*log(4*x) - x,6,2,6
Y mul div INT+ 1 INT+ 2 mul x ln x,x*log(x)/2,3,1,2
Y add mul div INT- 1 INT+ 8 pow x INT+ 2 mul div INT+ 1 INT+ 4 mul pow x INT+ 2 ln x,x**2*log(x)/4 - x**2/8,5,2,6
Y mul INT+ 3 pow x INT+ 6,3*x**6,2,1,2
Y mul div INT+ 3 INT+ 7 pow x INT+ 7,3*x**7/7,2,1,2
Y add mul INT+ 2 x mul x add INT+ 5 x,x*(x + 5) + 2*x,5,2,4
Y add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 7 INT+ 2 pow x INT+ 2,x**3/3 + 7*x**2/2,4,2,5
Y pow sin mul INT+ 2 x INT+ 2,sin(2*x)**2,1,0,1
Y add mul div INT+ 1 INT+ 2 x mul div INT- 1 INT+ 4 mul cos mul INT+ 2 x sin mul INT+ 2 x,x/2 - sin(2*x)*cos(2*x)/4,5,2,5
Y add INT- 3 mul INT+ 3 x,3*x - 3,3,2,2
Y add mul INT- 3 x mul div INT+ 3 INT+ 2 pow x INT+ 2,3*x**2/2 - 3*x,4,2,4
Y pow ln mul INT+ 2 x INT+ 2,log(2*x)**2,1,0,1
Y add mul INT+ 2 x add mul x pow ln mul INT+ 2 x INT+ 2 mul INT- 2 mul x ln mul INT+ 2 x,x*log(2*x)**2 - 2*x*log(2*x) + 2*x,7,2,6
Y mul INT+ 2 mul pow x INT+ 3 cos x,2*x**3*cos(x),3,1,3
Y add mul INT- 1 2 cos x add mul INT- 1 2 mul x sin x add mul INT+ 2 mul pow x INT+ 3 sin x mul INT+ 6 mul pow x INT+ 2 cos x,2*x**3*sin(x) + 6*x**2*cos(x) - 12*x*sin(x) - 12*cos(x),11,4,11
Y mul INT+ 2 mul pow x INT+ 3 ln x,2*x**3*log(x),3,1,3
Y add mul div INT- 1 INT+ 8 pow x INT+ 4 mul div INT+ 1 INT+ 2 mul pow x INT+ 4 ln x,x**4*log(x)/2 - x**4/8,5,2,6
Y add x mul INT- 1 cos mul INT+ 2 x,x - cos(2*x),3,1,3
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT- 1 INT+ 2 sin mul INT+ 2 x,x**2/2 - sin(2*x)/2,4,2,5
Y add x sin mul INT+ 4 x,x + sin(4*x),2,0,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT- 1 INT+ 4 cos mul INT+ 4 x,x**2/2 - cos(4*x)/4,4,2,5
Y add INT- 3 x,x - 3,2,1,1
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul INT- 3 x,x**2/2 - 3*x,4,2,4
Y add x mul x cos pow x INT+ 2,x*cos(x**2) + x,3,0,3
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 1 INT+ 2 sin pow x INT+ 2,x**2/2 + sin(x**2)/2,4,2,5
Y add x mul x ln pow x INT+ 2,x*log(x**2) + x,3,0,3
Y mul div INT+ 1 INT+ 2 mul pow x INT+ 2 ln pow x INT+ 2,x**2*log(x**2)/2,3,1,3
Y add x mul INT- 1 ln mul INT+ 2 x,x - log(2*x),3,1,3
Y add x add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul INT- 1 mul x ln mul INT+ 2 x,x**2/2 - x*log(2*x) + x,6,2,5
Y mul INT+ 2 5 6 pow x INT+ 4,256*x**4,2,1,2
Y mul div INT+ 2 5 6 INT+ 5 pow x INT+ 5,256*x**5/5,2,1,2
Y mul INT+ 2 mul pow x INT+ 3 sin x,2*x**3*sin(x),3,1,3
Y add mul INT- 1 2 sin x add mul INT- 2 mul pow x INT+ 3 cos x add mul INT+ 6 mul pow x INT+ 2 sin x mul INT+ 1 2 mul x cos x,-2*x**3*cos(x) + 6*x**2*sin(x) + 12*x*cos(x) - 12*sin(x),11,4,11
Y mul pow x INT+ 2 add INT- 5 x,x**2*(x - 5),3,1,3
Y add mul div INT- 5 INT+ 3 pow x INT+ 3 mul div INT+ 1 INT+ 4 pow x INT+ 4,x**4/4 - 5*x**3/3,4,2,5
Y pow add x mul INT+ 2 pow x INT+ 2 INT+ 2,(2*x**2 + x)**2,1,0,1
Y add pow x INT+ 4 add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 4 INT+ 5 pow x INT+ 5,4*x**5/5 + x**4 + x**3/3,5,2,6
Y exp mul sqrt INT+ 2 sqrt x,exp(sqrt(2)*sqrt(x)),1,0,1
Y add mul INT- 1 exp mul sqrt INT+ 2 sqrt x mul sqrt INT+ 2 mul sqrt x exp mul sqrt INT+ 2 sqrt x,sqrt(2)*sqrt(x)*exp(sqrt(2)*sqrt(x)) - exp(sqrt(2)*sqrt(x)),5,2,6
Y add x mul x tan pow x INT+ 2,x*tan(x**2) + x,3,0,3
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 1 INT+ 4 ln add INT+ 1 pow tan pow x INT+ 2 INT+ 2,x**2/2 + log(tan(x**2)**2 + 1)/4,4,2,5
Y add mul INT+ 3 x mul INT+ 3 pow x INT+ 3,3*x**3 + 3*x,4,2,4
Y add mul div INT+ 3 INT+ 2 pow x INT+ 2 mul div INT+ 3 INT+ 4 pow x INT+ 4,3*x**4/4 + 3*x**2/2,4,2,5
Y add x ln add x pow x INT+ 2,x + log(x**2 + x),2,0,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT- 2 x add mul x ln add x pow x INT+ 2 ln add INT+ 1 x,x**2/2 + x*log(x**2 + x) - 2*x + log(x + 1),7,2,7
Y add x tan mul INT+ 4 x,x + tan(4*x),2,0,2
Y add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT- 1 INT+ 4 ln cos mul INT+ 4 x,x**2/2 - log(cos(4*x))/4,4,2,5
Y mul pow x INT+ 5 exp x,x**5*exp(x),2,0,3
Y mul add INT- 1 2 0 add pow x INT+ 5 add mul INT- 6 0 pow x INT+ 2 add mul INT- 5 pow x INT+ 4 add mul INT+ 2 0 pow x INT+ 3 mul INT+ 1 2 0 x exp x,(x**5 - 5*x**4 + 20*x**3 - 60*x**2 + 120*x - 120)*exp(x),11,5,11
Y add mul INT- 1 pow x INT+ 3 mul INT+ 3 x,-x**3 + 3*x,4,2,4
Y add mul div INT- 1 INT+ 4 pow x INT+ 4 mul div INT+ 3 INT+ 2 pow x INT+ 2,-x**4/4 + 3*x**2/2,4,2,5
Y add mul INT- 1 x mul INT+ 2 pow x INT- 1,-x + 2/x,4,2,4
Y add mul INT+ 2 ln x mul div INT- 1 INT+ 2 pow x INT+ 2,-x**2/2 + 2*log(x),4,2,5
Y mul pow x INT+ 2 pow add INT+ 4 x INT+ 2,x**2*(x + 4)**2,2,0,3
Y add mul INT+ 2 pow x INT+ 4 add mul div INT+ 1 INT+ 5 pow x INT+ 5 mul div INT+ 1 6 INT+ 3 pow x INT+ 3,x**5/5 + 2*x**4 + 16*x**3/3,6,3,7
Y sin mul sqrt INT+ 2 sqrt x,sin(sqrt(2)*sqrt(x)),1,0,1
Y add mul INT- 1 mul sqrt INT+ 2 mul sqrt x cos mul sqrt INT+ 2 sqrt x sin mul sqrt INT+ 2 sqrt x,-sqrt(2)*sqrt(x)*cos(sqrt(2)*sqrt(x)) + sin(sqrt(2)*sqrt(x)),5,2,5
Y pow tan mul INT+ 2 x INT+ 2,tan(2*x)**2,1,0,1
Y add mul INT- 1 x mul div INT+ 1 INT+ 2 mul pow cos mul INT+ 2 x INT- 1 sin mul INT+ 2 x,-x + sin(2*x)/(2*cos(2*x)),5,2,5
Y mul pow x INT+ 3 pow add INT+ 1 x INT- 1,x**3/(x + 1),2,0,3
Y add x add mul INT- 1 ln add INT+ 1 x add mul div INT- 1 INT+ 2 pow x INT+ 2 mul div INT+ 1 INT+ 3 pow x INT+ 3,x**3/3 - x**2/2 + x - log(x + 1),7,3,7
Y mul div INT+ 1 INT+ 6 pow x INT+ 2,x**2/6,2,1,2
Y mul div INT+ 1 INT+ 1 8 pow x INT+ 3,x**3/18,2,1,2
Y sin mul div INT+ 1 INT+ 2 x,sin(x/2),1,0,1
Y mul INT- 2 cos mul div INT+ 1 INT+ 2 x,-2*cos(x/2),2,1,2
Y pow tan x INT+ 4,tan(x)**4,1,0,1
