 Nguyen-6_0_0,x + tan(x),tensor(0.6504),0.7109996531079412
 Nguyen-6_5_5,sin(3*x),tensor(0.6465),0.7009519646214379
 Nguyen-6_5_6,x*(3*x + exp(x)),tensor(0.3754),-1.7683667580673275
 Nguyen-6_5_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81786d0>>
 Nguyen-6_5_8,x/sqrt(x**2 + 1),tensor(0.6343),0.6676922679914781
 Nguyen-6_5_9,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81362b0>>
 Nguyen-6_5_10,x*cos(1),tensor(0.5814),0.48173329420045596
 Nguyen-6_5_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dbc74c0>>
 Nguyen-6_5_12,-3*acos(x),tensor(0.1581),-27.346269468412476
 Nguyen-6_5_13,2*x*acos(x)/5,tensor(0.5583),0.37398252117013797
 Nguyen-6_5_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018de73a90>>
 Nguyen-6_5_15,x**3/3 + sin(x),tensor(0.6903),0.7987494861260505
 Nguyen-6_5_16,x*(x + 3) + x,tensor(0.4100),-1.0704245115588558
 Nguyen-6_5_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018de7ff10>>
 Nguyen-6_5_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82594f0>>
 Nguyen-6_5_19,-3*x**2,tensor(0.3413),-2.724108073959438
 Nguyen-6_5_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f019652ed30>>
 Nguyen-6_5_21,-log(cos(x)) + sin(x),tensor(0.6890),0.796193443337003
 Nguyen-6_5_22,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81314f0>>
 Nguyen-6_5_23,atan(x) + 4,tensor(0.2003),-14.937488397488503
 Nguyen-6_5_24,x*(x**3 + x),tensor(0.4685),-0.2873147002112306
 Nguyen-6_5_25,2*x + sin(x),tensor(0.5458),0.3073435115791947
 Nguyen-6_5_26,x**3/2,tensor(0.5356),0.2480253467970942
 Nguyen-6_5_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01963c7e20>>
 Nguyen-6_5_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f021c165c70>>
 Nguyen-6_5_29,x/22,tensor(0.5009),0.007016852347994096
 Nguyen-6_5_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f021c165b50>>
 Nguyen-6_5_31,x**2*(x**3 + x),tensor(0.6081),0.5847295231580305
 Nguyen-6_5_32,4*cosh(x),tensor(0.1715),-22.32739542137397
 Nguyen-6_5_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8178040>>
 Nguyen-6_5_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8178ee0>>
 Nguyen-6_5_35,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8178340>>
 Nguyen-6_5_36,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8178f70>>
 Nguyen-6_5_37,(x + 1)**3,tensor(0.3014),-4.374234472235718
 Nguyen-6_5_38,x + cosh(x),tensor(0.4809),-0.16478002247902146
 Nguyen-6_5_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b818bbe0>>
 Nguyen-6_5_40,x**2/cos(1),tensor(0.4634),-0.3413009046321367
 Nguyen-6_5_41,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82d08e0>>
 Nguyen-6_5_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82d0490>>
 Nguyen-6_5_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82d0340>>
 Nguyen-6_5_44,x*(x + tan(4)),tensor(0.7331),0.8675040512783943
 Nguyen-6_5_45,3*x**3 + sin(x),tensor(0.5234),0.17072792420523508
 Nguyen-6_5_46,x/275,tensor(0.4949),-0.04122961003544057
 Nguyen-6_5_47,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80ecc10>>
 Nguyen-6_5_48,x + sin(x) + 2,tensor(0.3480),-2.510097065365
 Nguyen-6_5_49,2*x*sin(x),tensor(0.4676),-0.2960048654964409
 Nguyen-6_5_50,x**(3/2),tensor(0.),0
 Nguyen-6_5_51,4*x*(x**2 + x),tensor(0.3586),-2.1984440475582057
 Nguyen-6_5_52,exp(x) + 4,tensor(0.1614),-26.01472855531058
 Nguyen-6_5_53,x*(x + tan(x)),tensor(0.4352),-0.6840943711924696
 Nguyen-6_5_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8259340>>
 Nguyen-6_5_55,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80d99a0>>
 Nguyen-6_5_56,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80d4340>>
 Nguyen-6_5_57,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80d46d0>>
 Nguyen-6_5_58,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80d96d0>>
 Nguyen-6_5_59,8*x/7,tensor(0.7023),0.8202459534343571
 Nguyen-6_5_60,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8178b50>>
 Nguyen-6_5_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8178b20>>
 Nguyen-6_5_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8136130>>
 Nguyen-6_5_63,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8136bb0>>
 Nguyen-6_5_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8136cd0>>
 Nguyen-6_5_65,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81363a0>>
 Nguyen-6_5_66,pi*(x + cos(x)),tensor(0.2663),-6.589962146189426
 Nguyen-6_5_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196403220>>
 Nguyen-6_5_68,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196403a30>>
 Nguyen-6_5_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8136340>>
 Nguyen-6_5_70,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8136a90>>
 Nguyen-6_5_71,5*x + cos(x),tensor(0.3176),-3.617537841962122
 Nguyen-6_5_72,x**5,tensor(0.5471),0.31465007300428327
 Nguyen-6_5_73,2*x,tensor(0.7199),0.8485620644977886
 Nguyen-6_5_74,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80b41c0>>
 Nguyen-6_5_75,x**3*exp(4),tensor(0.0462),-424.67560659710307
 Nguyen-6_5_76,2*x + 9,tensor(0.0982),-83.31277014174846
 Nguyen-6_5_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8136f40>>
 Nguyen-6_5_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8136c10>>
 Nguyen-6_5_79,-x + cos(x),tensor(0.3636),-2.063704485128224
 Nguyen-6_5_80,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80f5940>>
 Nguyen-6_5_81,1/tan(x),tensor(0.0058),-29599.281765931977
 Nguyen-6_5_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1a93d0>>
 Nguyen-6_5_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1a9610>>
 Nguyen-6_5_84,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1a9160>>
 Nguyen-6_5_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1a93a0>>
 Nguyen-6_5_86,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1a9ca0>>
 Nguyen-6_5_87,x + sin(x) + 5*acosh(x),tensor(0.),0
 Nguyen-6_5_88,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1a97c0>>
 Nguyen-6_5_89,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1a9cd0>>
 Nguyen-6_5_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1a9af0>>
 Nguyen-6_5_91,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1a9760>>
 Nguyen-6_5_92,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1a9b80>>
 Nguyen-6_5_93,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1a9d30>>
 Nguyen-6_5_94,cosh(x),tensor(0.4138),-1.0075666784941677
 Nguyen-6_5_95,2*x**2,tensor(0.4554),-0.42989579077875084
 Nguyen-6_5_96,x*(x + 1),tensor(0.6929),0.8036065815658506
 Nguyen-6_5_97,(x + exp(x))/x**5,tensor(3.4962e-19),-8.180944404700669e+36
 Nguyen-6_5_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81315e0>>
 Nguyen-6_5_99,x*cosh(5),tensor(0.0224),-1908.0033854614721
 Nguyen-6_5_100,-3*log(cos(x)),tensor(0.4691),-0.28043324342503273
 Nguyen-6_5_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80b4fa0>>
 Nguyen-6_5_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80b4790>>
 Nguyen-6_5_103,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018df0d880>>
 Nguyen-6_5_104,sin(x)/6,tensor(0.5165),0.12370293859774695
 Nguyen-6_5_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f021c165700>>
 Nguyen-6_5_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f021c165af0>>
 Nguyen-6_5_107,(x + tan(x))/x,tensor(0.3066),-4.115333552023772
 Nguyen-6_5_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80f5790>>
 Nguyen-6_5_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80f5fa0>>
 Nguyen-6_5_110,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80f5220>>
 Nguyen-6_5_111,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80f5dc0>>
 Nguyen-6_5_112,cos(x) + 1,tensor(0.3332),-3.0035639596922046
 Nguyen-6_5_113,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80f5e20>>
 Nguyen-6_5_114,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80f54c0>>
 Nguyen-6_5_115,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b818b4f0>>
 Nguyen-6_5_116,1/(x + 5),tensor(0.4941),-0.04800712738627122
 Nguyen-6_5_117,x**3 + tan(x),tensor(0.6694),0.7561402855013742
 Nguyen-6_5_118,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f021c165d90>>
 Nguyen-6_5_119,-2*x*cos(1),tensor(0.3768),-1.7344050842134933
 Nguyen-6_5_120,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82d0160>>
 Nguyen-6_5_121,4*x/5,tensor(0.6316),0.6598838348465983
 Nguyen-6_5_122,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f021c165160>>
 Nguyen-6_5_123,cos(x + 2),tensor(0.3861),-1.5284419098017388
 Nguyen-6_5_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f021c1658e0>>
 Nguyen-6_5_125,-x + x*log(3),tensor(0.5086),0.06651715009420622
 Nguyen-6_5_126,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81ea580>>
 Nguyen-6_5_127,x + 3,tensor(0.2535),-7.669517704830678
 Nguyen-6_6_0,sin(x + 5),tensor(0.4254),-0.8238901834044821
 Nguyen-6_6_1,x**5/5,tensor(0.5054),0.04215893111928126
 Nguyen-6_6_2,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80b42e0>>
 Nguyen-6_6_3,x*sin(3*x)/3,tensor(0.5003),0.002338743550804656
 Nguyen-6_6_4,x + tan(x) + 1,tensor(0.5161),0.12110614053226976
 Nguyen-6_6_5,3*exp(x),tensor(0.2176),-11.93300479788245
 Nguyen-6_6_6,x*(x + 1),tensor(0.6929),0.8036065815658506
 Nguyen-6_6_7,2*x + cosh(x),tensor(0.4943),-0.046472338086585685
 Nguyen-6_6_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b827fc40>>
 Nguyen-6_6_9,sin(x + 1),tensor(0.5225),0.165132654805611
 Nguyen-6_6_10,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b827faf0>>
 Nguyen-6_6_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b827f550>>
 Nguyen-6_6_12,32*x**2,tensor(0.0638),-214.53140024562705
 Nguyen-6_6_13,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82f31f0>>
 Nguyen-6_6_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82f32b0>>
 Nguyen-6_6_15,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82f3190>>
 Nguyen-6_6_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82f3dc0>>
 Nguyen-6_6_17,-2*log(x),tensor(0.),0
 Nguyen-6_6_18,sin(x)/3,tensor(0.5404),0.27642372465628406
 Nguyen-6_6_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82e9c70>>
 Nguyen-6_6_20,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82e99d0>>
 Nguyen-6_6_21,3*x + 5,tensor(0.1652),-24.533856077566732
 Nguyen-6_6_22,x*sin(x) + x,tensor(0.7035),0.8223509127520575
 Nguyen-6_6_23,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f027c2dffa0>>
 Nguyen-6_6_24,x*sinh(2)/2,tensor(0.7490),0.8877179485646635
 Nguyen-6_6_25,x*(x + 1),tensor(0.6929),0.8036065815658506
 Nguyen-6_6_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196520dc0>>
 Nguyen-6_6_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018df0d040>>
 Nguyen-6_6_28,sin(x + 2),tensor(0.4202),-0.9041167253424816
 Nguyen-6_6_29,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01962b57f0>>
 Nguyen-6_6_30,2*x**2 + x,tensor(0.5654),0.4094031011258573
 Nguyen-6_6_31,x**2/(x + 3),tensor(0.4916),-0.06954868862551211
 Nguyen-6_6_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8235250>>
 Nguyen-6_6_33,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80d49d0>>
 Nguyen-6_6_34,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8178a90>>
 Nguyen-6_6_35,x**3/6,tensor(0.5079),0.060941625604388316
 Nguyen-6_6_36,x**2*(x**3 + x),tensor(0.6081),0.5847295231580305
 Nguyen-6_6_37,x + 1/2,tensor(0.6564),0.7260881820811697
 Nguyen-6_6_38,4,tensor(0.),0
 Nguyen-6_6_39,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82e9b50>>
 Nguyen-6_6_40,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80f5b20>>
 Nguyen-6_6_41,x*(2*x + sin(x)),tensor(0.4053),-1.153556066134576
 Nguyen-6_6_42,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f021c165190>>
 Nguyen-6_6_43,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81ea520>>
 Nguyen-6_6_44,x/2,tensor(0.5741),0.4497065088186908
 Nguyen-6_6_45,cos(x) + tan(x),tensor(0.5612),0.3887295465969951
 Nguyen-6_6_46,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82963a0>>
 Nguyen-6_6_47,-x + exp(x),tensor(0.4208),-0.8940381042982151
 Nguyen-6_6_48,-exp(x) + sin(x),tensor(0.3520),-2.387571097325238
 Nguyen-6_6_49,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8233cd0>>
 Nguyen-6_6_50,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b85204f0>>
 Nguyen-6_6_51,x*(x**2 + x),tensor(0.5857),0.4995710140746926
 Nguyen-6_6_52,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8296e20>>
 Nguyen-6_6_53,-x + x*log(2),tensor(0.4546),-0.43907163090068013
 Nguyen-6_6_54,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8520dc0>>
 Nguyen-6_6_55,tan(x + 1),tensor(0.0164),-3597.1506428206017
 Nguyen-6_6_56,x**2*sin(x),tensor(0.5691),0.4266255308790238
 Nguyen-6_6_57,5*x/4,tensor(0.7228),0.8528939974271271
 Nguyen-6_6_58,cos(x)**2,tensor(0.4556),-0.42826254763866567
 Nguyen-6_6_59,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80b4430>>
 Nguyen-6_6_60,x**3 + x*log(x),tensor(0.),0
 Nguyen-6_6_61,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f023c15afa0>>
 Nguyen-6_6_62,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8136c40>>
 Nguyen-6_6_63,3*x/2,tensor(0.7568),0.8967299555104338
 Nguyen-6_6_64,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cff10>>
 Nguyen-6_6_65,(x + 1)**2,tensor(0.4565),-0.4180295523236752
 Nguyen-6_6_66,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dc31d60>>
 Nguyen-6_6_67,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dea5f70>>
 Nguyen-6_6_68,x/4,tensor(0.5318),0.22475080782970636
 Nguyen-6_6_69,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01962b5280>>
 Nguyen-6_6_70,sqrt(3)*sqrt(x),tensor(0.),0
 Nguyen-6_6_71,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f0196520ca0>>
 Nguyen-6_6_72,x*(2*x**3 + x),tensor(0.4275),-0.7935884076338973
 Nguyen-6_6_73,x + sin(x),tensor(0.7405),0.8772297689216325
 Nguyen-6_6_74,x**3/3,tensor(0.5216),0.15877835083198555
 Nguyen-6_6_75,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dc6d0>>
 Nguyen-6_6_76,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dc580>>
 Nguyen-6_6_77,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b804f2b0>>
 Nguyen-6_6_78,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b804f910>>
 Nguyen-6_6_79,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b804fe80>>
 Nguyen-6_6_80,x**2 + x*tan(1),tensor(0.8152),0.9486030122137887
 Nguyen-6_6_81,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b804fca0>>
 Nguyen-6_6_82,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82f3fd0>>
 Nguyen-6_6_83,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82f35e0>>
 Nguyen-6_6_84,cos(x)**4,tensor(0.4616),-0.35990667091537487
 Nguyen-6_6_85,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc18e3a0>>
 Nguyen-6_6_86,x/3,tensor(0.5453),0.3047671454623033
 Nguyen-6_6_87,x*(x**2 + x),tensor(0.5857),0.4995710140746926
 Nguyen-6_6_88,asin(x + 1),tensor(0.),0
 Nguyen-6_6_89,log(sin(x)),tensor(0.),0
 Nguyen-6_6_90,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8220700>>
 Nguyen-6_6_91,sin(x)/3,tensor(0.5404),0.27642372465628406
 Nguyen-6_6_92,acos(x)/4,tensor(0.4568),-0.41418054538005733
 Nguyen-6_6_93,x**2 + log(x),tensor(0.),0
 Nguyen-6_6_94,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82fc670>>
 Nguyen-6_6_95,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8071640>>
 Nguyen-6_6_96,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01fc1cf100>>
 Nguyen-6_6_97,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dea5190>>
 Nguyen-6_6_98,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f027c1ce490>>
 Nguyen-6_6_99,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dea5e80>>
 Nguyen-6_6_100,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dc7c0>>
 Nguyen-6_6_101,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dc040>>
 Nguyen-6_6_102,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b81dc820>>
 Nguyen-6_6_103,x*asinh(x),tensor(0.4995),-0.00413980777627021
 Nguyen-6_6_104,(x + tan(x))/x,tensor(0.3066),-4.115333552023772
 Nguyen-6_6_105,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82f3e20>>
 Nguyen-6_6_106,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc18e100>>
 Nguyen-6_6_107,x*(x**2 + 8),tensor(0.1915),-16.819335453401173
 Nguyen-6_6_108,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80b4550>>
 Nguyen-6_6_109,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8178b80>>
 Nguyen-6_6_110,asinh(x + 2),tensor(0.4065),-1.1321510505384382
 Nguyen-6_6_111,-2*log(cos(6*x))/3,tensor(0.),0
 Nguyen-6_6_112,x**3 + x + cos(x),tensor(0.5639),0.4020271487090489
 Nguyen-6_6_113,(x + 1)*sin(x),tensor(0.6806),0.7797274344048445
 Nguyen-6_6_114,2*x**3,tensor(0.6333),0.6647104936710888
 Nguyen-6_6_115,2*x**3/9,tensor(0.5124),0.09450828170941927
 Nguyen-6_6_116,cos(2*x),tensor(0.4552),-0.43240142365160095
 Nguyen-6_6_117,x + cos(5),tensor(0.6962),0.8095486776554334
 Nguyen-6_6_118,-5*log(cos(x)),tensor(0.4050),-1.1582101172469579
 Nguyen-6_6_119,atan(x),tensor(0.6456),0.6985277124114817
 Nguyen-6_6_120,x**3 + x + exp(x),tensor(0.4516),-0.4741666126468309
 Nguyen-6_6_121,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8520040>>
 Nguyen-6_6_122,x**3 + 3*x,tensor(0.4428),-0.5835160334066767
 Nguyen-6_6_123,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80f5cd0>>
 Nguyen-6_6_124,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82d0fd0>>
 Nguyen-6_6_125,sqrt(x) + x + 9,tensor(0.),0
 Nguyen-6_6_126,x**2*sinh(x),tensor(0.5855),0.49891555135559496
 Nguyen-6_6_127,2*x**7/7,tensor(0.5061),0.04781221344309383
 Nguyen-6_7_0,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc18ea60>>
 Nguyen-6_7_1,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc18ec10>>
 Nguyen-6_7_2,sin(3*x),tensor(0.6465),0.7009519646214379
 Nguyen-6_7_3,x - acos(x),tensor(0.3414),-2.721462353057985
 Nguyen-6_7_4,2*sin(x),tensor(0.7579),0.8979476068717523
 Nguyen-6_7_5,x + sin(x)**5,tensor(0.7029),0.8213565865809643
 Nguyen-6_7_6,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018df0d3d0>>
 Nguyen-6_7_7,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b82d0850>>
 Nguyen-6_7_8,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f025c03bf10>>
 Nguyen-6_7_9,-x,tensor(0.3837),-1.5792267330115073
 Nguyen-6_7_10,4*x*tan(2),tensor(0.1381),-37.95621736826773
 Nguyen-6_7_11,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01dc1262e0>>
 Nguyen-6_7_12,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b829d1f0>>
 Nguyen-6_7_13,2*x + tan(x),tensor(0.4843),-0.13405598355327109
 Nguyen-6_7_14,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b84087f0>>
 Nguyen-6_7_15,cosh(x),tensor(0.4138),-1.0075666784941677
 Nguyen-6_7_16,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8408400>>
 Nguyen-6_7_17,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8408550>>
 Nguyen-6_7_18,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8408610>>
 Nguyen-6_7_19,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b84083a0>>
 Nguyen-6_7_20,x + tan(3),tensor(0.6367),0.6742943957845533
 Nguyen-6_7_21,x*(x + sin(x)),tensor(0.4617),-0.3598823612948536
 Nguyen-6_7_22,x**3 + 2*x,tensor(0.5834),0.49021093572408947
 Nguyen-6_7_23,x**2*sin(2),tensor(0.4994),-0.005026180019441551
 Nguyen-6_7_24,x**2 + x*cos(1),tensor(0.5894),0.5146580415099495
 Nguyen-6_7_25,(2*x + 2)*exp(x),tensor(0.2154),-12.264635277385908
 Nguyen-6_7_26,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f018dea5b50>>
 Nguyen-6_7_27,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b852ecd0>>
 Nguyen-6_7_28,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b852ec70>>
 Nguyen-6_7_29,10*x**3,tensor(0.2415),-8.86371835408523
 Nguyen-6_7_30,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b80f5d00>>
 Nguyen-6_7_31,2*x + 2,tensor(0.3472),-2.533931148992976
 Nguyen-6_7_32,None,tensor(0.),<bound method Expression.r2 of <Expression.Expression object at 0x7f01b8408c40>>
